Raw Material Name,Supplier,Location,Price Per Unit (LKR),Delivery Options,Quality Rating,Contact Number
Rambutan,Harvest Moon,Ratnapura,334.88,Delivery,C,+94756840292
Rambutan,Green Valley Orchards,Colombo,225.62,Delivery,C,+94731192931
Mangosteen,Island Fresh Produce,Ratnapura,99.5,Delivery,A,+94774933090
Peach,Harvest Moon,Batticaloa,410.62,Courier,C,+94759813110
Guava,Ceylon Fruit Suppliers,Batticaloa,104.71,Courier,A,+94735702236
Guava,Fresh Picks,Batticaloa,84.89,Delivery,C,+94712592295
Guava,Hill Country Harvest,Trincomalee,71.18,Delivery,C,+94728935906
Plum,Sunripe Fruits,Trincomalee,79.39,Courier,A,+94799354731
Plum,Jaffna Agro Products,Galle,497.91,Delivery,C,+94798167714
Plum,Southern Fruits & Veggies,Negombo,291.56,Delivery,C,+94766768345
Jackfruit,Golden Mango Traders,Negombo,197.91,Delivery,C,+94789480237
Jackfruit,Spice Garden Exports,Colombo,381.25,Pickup,A,+94740818554
Jackfruit,Eastern Produce Co.,Colombo,473.84,Delivery,C,+94728254497
Kiwi,Royal Fruit Exports,Puttalam,433.81,Pickup,C,+94718733680
Kiwi,Island Fresh Produce,Anuradhapura,76.44,Pickup,C,+94798143769
Kiwi,Spice Garden Exports,Anuradhapura,316.66,Courier,A,+94765663630
Jackfruit,Hill Country Harvest,Trincomalee,187.86,Courier,A,+94731569563
Mangosteen,Harvest Moon,Trincomalee,445.86,Courier,B,+94765879745
Watermelon,Eastern Produce Co.,Jaffna,127.62,Courier,A,+94785684124
Watermelon,Kandyan Fruits Ltd.,Jaffna,472.11,Courier,A,+94729243367
Watermelon,Tropical Harvest Co.,Colombo,348.78,Pickup,A,+94703890889
Orange,Harvest Moon,Puttalam,175.61,Delivery,C,+94789334733
Orange,Organic Lanka,Trincomalee,90.43,Pickup,B,+94711200590
Papaya,Coconut Grove Farms,Kandy,368.71,Courier,B,+94700850276
Papaya,Spice Garden Exports,Ratnapura,295.84,Pickup,C,+94779589469
Blueberry,Hill Country Harvest,Puttalam,136.04,Pickup,A,+94723414441
Blueberry,Jaffna Agro Products,Puttalam,237.81,Delivery,A,+94786377620
Blueberry,Harvest Moon,Kandy,338.15,Delivery,C,+94740937693
Pineapple,Island Fresh Produce,Negombo,379.05,Courier,C,+94720169621
Pineapple,Farm Direct,Anuradhapura,118.72,Delivery,B,+94700782188
Strawberry,Exotic Fruits Lanka,Jaffna,78.4,Courier,B,+94771386851
Watermelon,Tropical Harvest Co.,Ratnapura,147.41,Delivery,B,+94702863643
Banana,Farm Direct,Kurunegala,284.51,Courier,B,+94782977714
Banana,Island Fresh Produce,Trincomalee,332.64,Delivery,B,+94775563267
Coconut,Coconut Grove Farms,Colombo,417.07,Courier,C,+94709594498
Coconut,Fresh Picks,Negombo,148.1,Pickup,B,+94700383104
Avocado,Fresh Picks,Ratnapura,332.23,Pickup,C,+94793764327
Cherry,Island Fresh Produce,Negombo,344.53,Delivery,B,+94768652382
Cherry,Exotic Fruits Lanka,Colombo,200.04,Delivery,A,+94713744835
Cherry,Coconut Grove Farms,Negombo,251.35,Pickup,B,+94742711306
Mangosteen,Eastern Produce Co.,Colombo,102.21,Courier,C,+94799311132
Plum,Southern Fruits & Veggies,Negombo,238.95,Pickup,B,+94778516976
Plum,Coconut Grove Farms,Ratnapura,409.68,Pickup,B,+94784316228
Soursop,Coconut Grove Farms,Matara,115.59,Delivery,B,+94746305643
Soursop,Island Fresh Produce,Trincomalee,320.97,Delivery,C,+94739733219
Soursop,Farm Direct,Negombo,200.85,Pickup,C,+94791704290
Durian,Jaffna Agro Products,Negombo,93.78,Delivery,B,+94781747341
Pear,Organic Lanka,Matara,153.01,Delivery,A,+94742045407
Guava,Green Valley Orchards,Anuradhapura,209.8,Delivery,A,+94760861963
Plum,Hill Country Harvest,Negombo,214.98,Pickup,C,+94737468315
Plum,Green Valley Orchards,Ratnapura,242.06,Delivery,A,+94765917232
Plum,Eastern Produce Co.,Galle,411.94,Pickup,C,+94767375461
Watermelon,Hill Country Harvest,Anuradhapura,157.8,Courier,A,+94714009118
Watermelon,Exotic Fruits Lanka,Jaffna,173.9,Delivery,A,+94718998128
Watermelon,Green Valley Orchards,Batticaloa,88.39,Pickup,B,+94750470610
Blueberry,Ceylon Fruit Suppliers,Batticaloa,380.83,Pickup,A,+94741764412
Blueberry,Exotic Fruits Lanka,Anuradhapura,113.59,Delivery,B,+94701612719
Custard Apple,Green Valley Orchards,Puttalam,79.28,Courier,A,+94784207667
Custard Apple,Exotic Fruits Lanka,Batticaloa,413.1,Pickup,A,+94736817637
Orange,Royal Fruit Exports,Kandy,435.31,Pickup,C,+94738806091
Orange,Sunripe Fruits,Colombo,306.66,Courier,C,+94781663182
Plum,Green Valley Orchards,Jaffna,475.25,Delivery,B,+94765111853
Plum,Spice Garden Exports,Kurunegala,282.36,Delivery,B,+94790630157
Plum,Coconut Grove Farms,Puttalam,377.3,Courier,C,+94753645019
Ambarella,Nature's Bounty,Puttalam,346.82,Delivery,C,+94758987334
Ambarella,Exotic Fruits Lanka,Negombo,417.18,Pickup,B,+94783254827
Strawberry,Organic Lanka,Colombo,138.26,Courier,A,+94757236715
Watermelon,Hill Country Harvest,Kandy,65.42,Pickup,B,+94765570267
Watermelon,Farm Direct,Anuradhapura,203.21,Courier,B,+94740072308
Watermelon,Exotic Fruits Lanka,Anuradhapura,490.62,Pickup,C,+94785701480
Coconut,Tropical Harvest Co.,Anuradhapura,467.8,Courier,B,+94708374345
Coconut,Coconut Grove Farms,Galle,70.75,Pickup,A,+94713706311
Mangosteen,Royal Fruit Exports,Ratnapura,279.8,Pickup,B,+94748354085
Mangosteen,Fresh Picks,Batticaloa,217.88,Courier,A,+94788202950
Mangosteen,Farm Direct,Anuradhapura,251.39,Courier,C,+94760629438
Beli,Green Valley Orchards,Negombo,323.84,Pickup,A,+94726780067
Pomegranate,Farm Direct,Matara,478.25,Courier,A,+94729569578
Pomegranate,Harvest Moon,Galle,156.72,Pickup,B,+94736239926
Pomegranate,Ceylon Fruit Suppliers,Jaffna,180.95,Delivery,A,+94721141615
Lemon,Green Valley Orchards,Kandy,295.23,Pickup,C,+94728598307
Lemon,Sunripe Fruits,Negombo,152.39,Pickup,A,+94787843297
Lemon,Eastern Produce Co.,Batticaloa,89.82,Delivery,B,+94717884523
Blueberry,Green Valley Orchards,Batticaloa,53.78,Pickup,A,+94708140224
Blueberry,Organic Lanka,Ratnapura,161.24,Delivery,A,+94704108008
Blueberry,Hill Country Harvest,Ratnapura,380.5,Delivery,B,+94761528934
Papaya,Sunripe Fruits,Negombo,333.02,Delivery,A,+94714815644
Papaya,Ceylon Fruit Suppliers,Matara,186.73,Courier,B,+94733913681
Plum,Tropical Harvest Co.,Ratnapura,370.68,Delivery,C,+94783093404
Plum,Exotic Fruits Lanka,Kurunegala,106.4,Delivery,B,+94707158615
Plum,Organic Lanka,Jaffna,254.0,Delivery,A,+94743973292
Banana,Southern Fruits & Veggies,Trincomalee,293.23,Courier,A,+94770796014
Banana,Eastern Produce Co.,Galle,55.28,Courier,C,+94799403070
Banana,Organic Lanka,Jaffna,150.63,Pickup,C,+94749363300
Ambarella,Farm Direct,Trincomalee,139.69,Courier,B,+94701753612
Ambarella,Royal Fruit Exports,Puttalam,80.25,Pickup,B,+94763292134
Kiwi,Harvest Moon,Negombo,483.38,Delivery,B,+94756944537
Kiwi,Royal Fruit Exports,Colombo,407.35,Pickup,A,+94758126895
Kiwi,Tropical Harvest Co.,Jaffna,467.22,Pickup,B,+94751903024
Mango,Nature's Bounty,Matara,389.01,Courier,A,+94754486425
Mango,Harvest Moon,Kandy,464.56,Courier,C,+94765050289
Rambutan,Fresh Picks,Badulla,315.76,Delivery,B,+94788417847
Rambutan,Golden Mango Traders,Kandy,282.59,Delivery,A,+94796879412
Mango,Nature's Bounty,Negombo,205.14,Delivery,C,+94795728343
Mango,Southern Fruits & Veggies,Kurunegala,449.92,Pickup,C,+94750127504
Blueberry,Sunripe Fruits,Ratnapura,78.18,Delivery,C,+94770275289
Blueberry,Coconut Grove Farms,Colombo,290.3,Delivery,A,+94730439294
Jackfruit,Green Valley Orchards,Trincomalee,249.78,Delivery,C,+94753376683
Lemon,Farm Direct,Badulla,285.19,Pickup,B,+94718947579
Lemon,Fresh Picks,Trincomalee,272.92,Courier,C,+94708826356
Lemon,Eastern Produce Co.,Galle,288.59,Courier,C,+94727809987
Durian,Nature's Bounty,Negombo,54.42,Courier,C,+94755252474
Pomegranate,Jaffna Agro Products,Ratnapura,425.16,Courier,C,+94782978266
Pomegranate,Southern Fruits & Veggies,Colombo,234.31,Pickup,A,+94778628387
Pomegranate,Sunripe Fruits,Kandy,295.26,Pickup,A,+94700586398
Lemon,Golden Mango Traders,Negombo,488.27,Courier,C,+94794322406
Lemon,Nature's Bounty,Galle,233.67,Delivery,C,+94706013415
Watermelon,Tropical Harvest Co.,Badulla,468.84,Delivery,C,+94767855325
Custard Apple,Hill Country Harvest,Anuradhapura,413.79,Pickup,C,+94762105222
Custard Apple,Eastern Produce Co.,Colombo,490.57,Delivery,A,+94791920708
Custard Apple,Southern Fruits & Veggies,Negombo,470.36,Pickup,C,+94720242752
Watermelon,Southern Fruits & Veggies,Badulla,116.13,Courier,B,+94707738952
Pineapple,Ceylon Fruit Suppliers,Trincomalee,201.07,Delivery,A,+94749046580
Pineapple,Jaffna Agro Products,Matara,139.88,Courier,C,+94713337703
Pineapple,Nature's Bounty,Jaffna,247.39,Pickup,A,+94755775311
Ambarella,Southern Fruits & Veggies,Negombo,156.61,Courier,C,+94775513641
Lemon,Coconut Grove Farms,Trincomalee,273.2,Delivery,A,+94756242488
Lemon,Hill Country Harvest,Galle,65.47,Delivery,C,+94747102307
Lemon,Sunripe Fruits,Jaffna,261.31,Delivery,A,+94742818666
Blueberry,Royal Fruit Exports,Ratnapura,167.1,Pickup,C,+94740689739
Pomegranate,Kandyan Fruits Ltd.,Matara,392.12,Courier,B,+94759697543
Pomegranate,Golden Mango Traders,Negombo,489.84,Delivery,B,+94708037799
Coconut,Spice Garden Exports,Anuradhapura,73.12,Courier,C,+94768206339
Coconut,Kandyan Fruits Ltd.,Badulla,496.39,Delivery,C,+94728480564
Pear,Sunripe Fruits,Anuradhapura,488.37,Pickup,B,+94740115338
Pear,Southern Fruits & Veggies,Colombo,136.79,Pickup,A,+94764046641
Pear,Golden Mango Traders,Batticaloa,68.64,Courier,C,+94710455196
Orange,Spice Garden Exports,Jaffna,146.07,Delivery,A,+94786260739
Plum,Golden Mango Traders,Kurunegala,215.9,Pickup,B,+94795628097
Plum,Spice Garden Exports,Negombo,178.46,Courier,B,+94721807782
Coconut,Coconut Grove Farms,Kurunegala,75.94,Delivery,C,+94713367320
Avocado,Fresh Picks,Batticaloa,394.07,Pickup,C,+94752709686
Avocado,Hill Country Harvest,Kandy,205.93,Pickup,A,+94705749091
Avocado,Island Fresh Produce,Puttalam,401.92,Pickup,B,+94777452183
Beli,Ceylon Fruit Suppliers,Colombo,264.17,Pickup,A,+94731990325
Pear,Kandyan Fruits Ltd.,Kandy,458.64,Pickup,A,+94752913977
Ambarella,Nature's Bounty,Negombo,421.33,Pickup,A,+94751622200
Ambarella,Royal Fruit Exports,Jaffna,269.52,Pickup,C,+94752923836
Lemon,Golden Mango Traders,Colombo,430.21,Delivery,C,+94729803884
Lemon,Island Fresh Produce,Puttalam,364.73,Courier,A,+94755819616
Lemon,Ceylon Fruit Suppliers,Anuradhapura,180.04,Delivery,B,+94772330456
Pineapple,Kandyan Fruits Ltd.,Anuradhapura,125.76,Pickup,B,+94712907268
Coconut,Farm Direct,Colombo,378.07,Pickup,B,+94781707597
Coconut,Kandyan Fruits Ltd.,Anuradhapura,295.7,Pickup,A,+94757767178
Peach,Ceylon Fruit Suppliers,Badulla,239.81,Courier,C,+94779327251
Pineapple,Tropical Harvest Co.,Trincomalee,151.39,Pickup,A,+94726257056
Pineapple,Royal Fruit Exports,Negombo,181.79,Delivery,B,+94735776612
Mango,Hill Country Harvest,Puttalam,282.32,Delivery,A,+94710146604
Mango,Royal Fruit Exports,Batticaloa,53.52,Courier,B,+94751470572
Mango,Organic Lanka,Kandy,117.14,Courier,C,+94762486997
Papaya,Hill Country Harvest,Badulla,284.36,Delivery,B,+94779796370
Papaya,Green Valley Orchards,Badulla,239.31,Delivery,B,+94709678251
Papaya,Jaffna Agro Products,Batticaloa,245.12,Pickup,A,+94738760701
Lemon,Kandyan Fruits Ltd.,Kurunegala,53.83,Courier,B,+94730985851
Banana,Jaffna Agro Products,Badulla,487.96,Pickup,A,+94710719458
Mangosteen,Golden Mango Traders,Kandy,158.07,Courier,C,+94716069381
Mangosteen,Coconut Grove Farms,Kurunegala,203.7,Courier,C,+94710525262
Avocado,Kandyan Fruits Ltd.,Batticaloa,275.94,Pickup,C,+94751214633
Avocado,Coconut Grove Farms,Anuradhapura,435.18,Courier,A,+94731786541
Avocado,Eastern Produce Co.,Batticaloa,185.1,Delivery,A,+94747474110
Avocado,Fresh Picks,Negombo,386.14,Pickup,A,+94718760424
Coconut,Southern Fruits & Veggies,Jaffna,145.23,Delivery,A,+94738907727
Coconut,Royal Fruit Exports,Matara,277.39,Delivery,A,+94760078224
Coconut,Sunripe Fruits,Badulla,205.59,Courier,A,+94738461325
Peach,Spice Garden Exports,Colombo,200.54,Delivery,B,+94758764807
Peach,Exotic Fruits Lanka,Anuradhapura,414.19,Courier,C,+94752369552
Durian,Coconut Grove Farms,Colombo,417.13,Courier,A,+94753077246
Durian,Spice Garden Exports,Kurunegala,411.35,Courier,C,+94750609246
Watermelon,Fresh Picks,Matara,415.06,Courier,A,+94709221588
Soursop,Nature's Bounty,Anuradhapura,225.67,Courier,C,+94779944956
Mangosteen,Tropical Harvest Co.,Jaffna,352.82,Delivery,C,+94786249193
Mangosteen,Golden Mango Traders,Badulla,100.33,Courier,B,+94712914496
Pomegranate,Fresh Picks,Ratnapura,411.9,Pickup,C,+94704605837
Pomegranate,Organic Lanka,Anuradhapura,53.74,Pickup,C,+94726040288
Jackfruit,Sunripe Fruits,Matara,155.86,Pickup,B,+94746303597
Jackfruit,Ceylon Fruit Suppliers,Kurunegala,489.01,Pickup,B,+94740943774
Jackfruit,Organic Lanka,Galle,203.07,Delivery,A,+94755030443
Peach,Golden Mango Traders,Matara,350.74,Delivery,C,+94764281196
Peach,Fresh Picks,Kandy,359.4,Courier,B,+94741756204
Peach,Organic Lanka,Ratnapura,355.46,Courier,A,+94747356915
Grapes,Southern Fruits & Veggies,Negombo,273.1,Delivery,B,+94795755315
Grapes,Fresh Picks,Batticaloa,214.7,Courier,C,+94722808230
Woodapple,Hill Country Harvest,Kandy,332.62,Courier,B,+94747756726
Woodapple,Farm Direct,Negombo,479.04,Pickup,C,+94778927044
Woodapple,Organic Lanka,Colombo,430.69,Pickup,A,+94765469019
Coconut,Organic Lanka,Anuradhapura,336.34,Courier,B,+94756127396
Peach,Green Valley Orchards,Anuradhapura,285.08,Pickup,B,+94737896563
Peach,Farm Direct,Negombo,317.0,Delivery,A,+94731057735
Kiwi,Exotic Fruits Lanka,Ratnapura,398.85,Courier,B,+94792693387
Kiwi,Hill Country Harvest,Galle,497.31,Delivery,C,+94702185328
Kiwi,Jaffna Agro Products,Batticaloa,245.02,Courier,A,+94707067398
Pear,Coconut Grove Farms,Negombo,73.88,Pickup,A,+94790781359
Pear,Royal Fruit Exports,Negombo,483.79,Pickup,C,+94760104940
Avocado,Island Fresh Produce,Jaffna,215.19,Pickup,B,+94751485409
Pomegranate,Green Valley Orchards,Ratnapura,420.93,Courier,C,+94713179127
Banana,Green Valley Orchards,Kandy,438.89,Pickup,B,+94769230760
Banana,Kandyan Fruits Ltd.,Ratnapura,60.71,Courier,C,+94714617268
Banana,Hill Country Harvest,Kurunegala,181.47,Delivery,C,+94718216939
Durian,Tropical Harvest Co.,Negombo,370.94,Courier,B,+94783922049
Durian,Royal Fruit Exports,Ratnapura,332.2,Pickup,C,+94720655206
Durian,Harvest Moon,Negombo,127.37,Courier,A,+94749286252
Custard Apple,Exotic Fruits Lanka,Kandy,56.43,Courier,A,+94751987332
Lemon,Island Fresh Produce,Jaffna,315.67,Courier,B,+94788923778
Lemon,Hill Country Harvest,Trincomalee,389.52,Pickup,B,+94767386323
Lemon,Nature's Bounty,Jaffna,229.14,Courier,B,+94787065020
Strawberry,Royal Fruit Exports,Anuradhapura,382.28,Delivery,B,+94717447243
Strawberry,Green Valley Orchards,Puttalam,473.36,Courier,B,+94753371469
Pear,Southern Fruits & Veggies,Jaffna,423.1,Pickup,A,+94709242387
Pear,Kandyan Fruits Ltd.,Batticaloa,301.21,Pickup,B,+94713515446
Pear,Coconut Grove Farms,Matara,445.09,Courier,B,+94747745201
Cherry,Kandyan Fruits Ltd.,Negombo,429.97,Pickup,B,+94781940493
Pineapple,Island Fresh Produce,Galle,348.95,Pickup,A,+94784041469
Pineapple,Green Valley Orchards,Ratnapura,165.13,Courier,C,+94713658126
Pineapple,Kandyan Fruits Ltd.,Anuradhapura,204.28,Courier,C,+94754873999
Pineapple,Sunripe Fruits,Trincomalee,266.28,Delivery,B,+94757988068
Pineapple,Hill Country Harvest,Puttalam,143.47,Pickup,C,+94799426784
Avocado,Island Fresh Produce,Jaffna,303.36,Courier,B,+94798475983
Avocado,Royal Fruit Exports,Puttalam,347.39,Courier,B,+94777368863
Avocado,Ceylon Fruit Suppliers,Kandy,296.81,Pickup,B,+94713202038
Kiwi,Island Fresh Produce,Badulla,252.76,Courier,A,+94777849972
Mangosteen,Jaffna Agro Products,Jaffna,138.1,Delivery,B,+94745727082
Lemon,Green Valley Orchards,Anuradhapura,74.51,Pickup,B,+94733212972
Soursop,Spice Garden Exports,Kandy,170.01,Delivery,A,+94705403044
Soursop,Hill Country Harvest,Kandy,261.74,Delivery,B,+94745621331
Avocado,Coconut Grove Farms,Galle,188.94,Pickup,B,+94717638896
Avocado,Nature's Bounty,Anuradhapura,491.44,Courier,A,+94761971335
Avocado,Sunripe Fruits,Puttalam,193.14,Delivery,C,+94768167103
Strawberry,Spice Garden Exports,Kurunegala,299.2,Courier,B,+94719720605
Peach,Exotic Fruits Lanka,Ratnapura,479.95,Courier,C,+94782013898
Peach,Golden Mango Traders,Ratnapura,53.14,Courier,C,+94789760152
Peach,Southern Fruits & Veggies,Kandy,444.94,Courier,C,+94708719595
Custard Apple,Hill Country Harvest,Badulla,216.65,Pickup,A,+94719746820
Banana,Kandyan Fruits Ltd.,Ratnapura,92.26,Pickup,B,+94720743732
Mango,Ceylon Fruit Suppliers,Jaffna,409.48,Delivery,A,+94740335186
Mango,Southern Fruits & Veggies,Trincomalee,441.47,Delivery,A,+94706454451
Mango,Spice Garden Exports,Puttalam,499.94,Pickup,B,+94730832309
Kiwi,Farm Direct,Kurunegala,279.7,Delivery,B,+94722869240
Kiwi,Royal Fruit Exports,Negombo,74.41,Courier,B,+94724643983
Kiwi,Golden Mango Traders,Trincomalee,76.3,Delivery,A,+94702682727
Guava,Harvest Moon,Trincomalee,286.34,Courier,B,+94763018964
Guava,Eastern Produce Co.,Ratnapura,353.57,Courier,B,+94707593781
Papaya,Jaffna Agro Products,Kandy,388.81,Delivery,C,+94778881624
Papaya,Kandyan Fruits Ltd.,Badulla,59.72,Pickup,B,+94798597949
Pomegranate,Jaffna Agro Products,Matara,489.96,Pickup,B,+94791064337
Orange,Green Valley Orchards,Colombo,190.54,Delivery,A,+94753178200
Jackfruit,Southern Fruits & Veggies,Anuradhapura,116.03,Delivery,A,+94734041225
Jackfruit,Spice Garden Exports,Ratnapura,389.98,Delivery,B,+94738265909
Orange,Southern Fruits & Veggies,Puttalam,320.56,Pickup,C,+94700578321
Orange,Sunripe Fruits,Galle,170.61,Courier,B,+94721029000
Orange,Spice Garden Exports,Colombo,468.01,Courier,C,+94777378735
Woodapple,Hill Country Harvest,Trincomalee,470.63,Delivery,A,+94711996115
Woodapple,Farm Direct,Trincomalee,97.52,Pickup,C,+94759835058
Cherry,Coconut Grove Farms,Matara,121.79,Courier,C,+94762539712
Cherry,Spice Garden Exports,Puttalam,322.87,Delivery,C,+94749070273
Cherry,Fresh Picks,Jaffna,95.92,Courier,A,+94709136604
Durian,Hill Country Harvest,Batticaloa,337.18,Pickup,C,+94723989462
Durian,Royal Fruit Exports,Kandy,394.98,Delivery,C,+94720473243
Durian,Green Valley Orchards,Negombo,141.39,Pickup,C,+94777778546
Apple,Fresh Picks,Badulla,169.71,Pickup,C,+94702870241
Apple,Exotic Fruits Lanka,Trincomalee,301.5,Pickup,A,+94767281409
Apple,Eastern Produce Co.,Galle,183.84,Courier,C,+94797745939
Rambutan,Green Valley Orchards,Negombo,176.96,Delivery,C,+94739901703
Blueberry,Eastern Produce Co.,Colombo,258.4,Pickup,B,+94727906381
Blueberry,Southern Fruits & Veggies,Badulla,477.58,Delivery,A,+94780616834
Blueberry,Jaffna Agro Products,Galle,457.48,Delivery,A,+94717851207
Lemon,Fresh Picks,Puttalam,416.79,Pickup,B,+94776345719
Lemon,Golden Mango Traders,Anuradhapura,356.72,Courier,B,+94778845575
Avocado,Eastern Produce Co.,Puttalam,393.88,Courier,C,+94728634570
Avocado,Royal Fruit Exports,Batticaloa,497.22,Courier,C,+94762721590
Custard Apple,Exotic Fruits Lanka,Batticaloa,305.12,Delivery,C,+94735381931
Custard Apple,Tropical Harvest Co.,Trincomalee,172.45,Courier,A,+94745447857
Custard Apple,Green Valley Orchards,Galle,421.7,Delivery,C,+94737096765
Pear,Jaffna Agro Products,Galle,92.66,Pickup,A,+94714935831
Apple,Coconut Grove Farms,Matara,225.65,Courier,B,+94755314055
Apple,Farm Direct,Jaffna,174.32,Courier,C,+94742051179
Apple,Sunripe Fruits,Jaffna,323.9,Pickup,C,+94785117255
Coconut,Spice Garden Exports,Batticaloa,478.84,Pickup,B,+94725412687
Coconut,Sunripe Fruits,Jaffna,254.59,Delivery,A,+94728194842
Guava,Jaffna Agro Products,Kandy,217.02,Delivery,A,+94784422555
Guava,Island Fresh Produce,Puttalam,131.6,Courier,C,+94765601635
Guava,Golden Mango Traders,Kurunegala,123.82,Pickup,B,+94742329254
Guava,Fresh Picks,Kurunegala,323.37,Pickup,B,+94778579672
Guava,Island Fresh Produce,Anuradhapura,341.55,Courier,C,+94789997242
Guava,Kandyan Fruits Ltd.,Batticaloa,476.38,Pickup,C,+94749697032
Guava,Tropical Harvest Co.,Negombo,144.71,Pickup,A,+94797146421
Cherry,Green Valley Orchards,Ratnapura,418.5,Courier,B,+94754396311
Cherry,Fresh Picks,Jaffna,297.21,Pickup,B,+94778220836
Cherry,Tropical Harvest Co.,Ratnapura,465.11,Courier,B,+94716268195
Cherry,Ceylon Fruit Suppliers,Puttalam,349.71,Delivery,C,+94717815601
Cherry,Harvest Moon,Colombo,62.45,Delivery,B,+94739912674
Mangosteen,Royal Fruit Exports,Negombo,382.59,Pickup,C,+94767158469
Plum,Spice Garden Exports,Galle,396.05,Delivery,C,+94775021582
Plum,Farm Direct,Kurunegala,170.15,Pickup,B,+94762045709
Custard Apple,Southern Fruits & Veggies,Ratnapura,128.64,Courier,A,+94744654895
Custard Apple,Eastern Produce Co.,Anuradhapura,237.4,Pickup,A,+94795942377
Soursop,Golden Mango Traders,Kandy,279.1,Courier,C,+94758367762
Soursop,Nature's Bounty,Jaffna,382.45,Courier,A,+94761799929
Plum,Harvest Moon,Anuradhapura,465.54,Delivery,A,+94744847850
Plum,Royal Fruit Exports,Puttalam,410.35,Courier,C,+94749379477
Plum,Tropical Harvest Co.,Negombo,187.45,Delivery,B,+94752700576
Soursop,Exotic Fruits Lanka,Trincomalee,480.4,Courier,B,+94740633559
Coconut,Green Valley Orchards,Negombo,267.95,Courier,B,+94736371250
Coconut,Golden Mango Traders,Negombo,196.99,Courier,B,+94772600664
Avocado,Green Valley Orchards,Kurunegala,461.67,Courier,C,+94705309320
Papaya,Organic Lanka,Matara,341.04,Courier,C,+94775528007
Papaya,Royal Fruit Exports,Anuradhapura,163.58,Delivery,B,+94760001540
Papaya,Ceylon Fruit Suppliers,Badulla,285.7,Delivery,A,+94740729554
Woodapple,Harvest Moon,Badulla,162.29,Delivery,A,+94749754867
Watermelon,Nature's Bounty,Colombo,435.17,Delivery,B,+94798135332
Custard Apple,Hill Country Harvest,Kurunegala,330.92,Delivery,B,+94715556933
Custard Apple,Southern Fruits & Veggies,Puttalam,209.85,Courier,A,+94711324356
Custard Apple,Sunripe Fruits,Matara,194.13,Courier,A,+94789604938
Woodapple,Coconut Grove Farms,Kurunegala,212.28,Courier,C,+94798228305
Lychee,Golden Mango Traders,Batticaloa,135.69,Pickup,A,+94789247781
Orange,Hill Country Harvest,Kandy,235.8,Delivery,A,+94775965542
Orange,Farm Direct,Jaffna,211.66,Pickup,A,+94711820770
Orange,Spice Garden Exports,Matara,311.9,Pickup,C,+94770309020
Beli,Ceylon Fruit Suppliers,Kandy,380.54,Courier,C,+94715523823
Beli,Kandyan Fruits Ltd.,Kurunegala,108.16,Delivery,C,+94734000861
Beli,Organic Lanka,Galle,65.06,Courier,A,+94758939923
Peach,Eastern Produce Co.,Trincomalee,384.57,Delivery,C,+94715462940
Pomegranate,Jaffna Agro Products,Batticaloa,171.3,Delivery,A,+94775299816
Pomegranate,Hill Country Harvest,Puttalam,114.43,Pickup,B,+94710722544
Pomegranate,Harvest Moon,Batticaloa,382.89,Pickup,B,+94722095397
Blueberry,Southern Fruits & Veggies,Kurunegala,419.02,Courier,A,+94706093293
Blueberry,Fresh Picks,Puttalam,479.76,Courier,C,+94751576925
Banana,Golden Mango Traders,Badulla,187.31,Delivery,B,+94742215110
Banana,Royal Fruit Exports,Trincomalee,163.23,Courier,B,+94757750970
Banana,Harvest Moon,Matara,321.52,Pickup,C,+94771951920
Mango,Exotic Fruits Lanka,Matara,270.86,Delivery,B,+94734939244
Mango,Coconut Grove Farms,Kandy,460.38,Pickup,B,+94799298795
Mango,Farm Direct,Galle,122.75,Delivery,B,+94794712364
Mangosteen,Green Valley Orchards,Kurunegala,392.01,Delivery,B,+94706128522
Mangosteen,Fresh Picks,Galle,274.05,Delivery,B,+94765116158
Plum,Spice Garden Exports,Ratnapura,493.13,Pickup,A,+94788055174
Kiwi,Island Fresh Produce,Trincomalee,471.21,Pickup,A,+94728202937
Grapes,Jaffna Agro Products,Galle,90.78,Courier,A,+94742149169
Watermelon,Southern Fruits & Veggies,Negombo,119.44,Delivery,C,+94794608273
Watermelon,Green Valley Orchards,Ratnapura,79.48,Delivery,C,+94796459327
Watermelon,Coconut Grove Farms,Negombo,371.03,Courier,A,+94719080228
Coconut,Jaffna Agro Products,Negombo,353.43,Pickup,A,+94754777679
Durian,Coconut Grove Farms,Kurunegala,226.13,Delivery,C,+94748015226
Durian,Southern Fruits & Veggies,Jaffna,330.74,Delivery,A,+94787507433
Mangosteen,Green Valley Orchards,Kandy,335.38,Courier,C,+94784967611
Blueberry,Spice Garden Exports,Trincomalee,278.91,Delivery,C,+94758216861
Blueberry,Jaffna Agro Products,Anuradhapura,351.25,Pickup,A,+94770966479
Coconut,Kandyan Fruits Ltd.,Matara,83.03,Pickup,A,+94717444289
Mango,Harvest Moon,Jaffna,453.9,Delivery,C,+94736217894
Mango,Nature's Bounty,Badulla,67.59,Pickup,B,+94764836990
Mango,Island Fresh Produce,Negombo,378.88,Pickup,B,+94792128491
Grapes,Farm Direct,Batticaloa,409.98,Delivery,B,+94763622094
Pear,Sunripe Fruits,Ratnapura,370.82,Pickup,A,+94714947763
Pear,Green Valley Orchards,Matara,290.83,Delivery,A,+94767619771
Pear,Kandyan Fruits Ltd.,Negombo,420.26,Pickup,B,+94795258151
