Fruit Type,Alternative Product,Location,Production Cost (LKR),Selling Price (LKR),Profit Margin (LKR),Profit Percentage,Raw Fruit Selling Price (LKR),Profit Advantage (LKR),Market Suitability
Pomegranate,Fruit-Flavored Tea,Badulla,199.3922655,390.4780925,191.0858269,95.83412196,140.7308907,50.35493627,Export & Online
Banana,Fruit Candy,Batticaloa,84.72029682,114.3162078,29.59591097,34.93367242,126.2460042,-96.65009325,Local & Online
Durian,Smoothie Mix,Puttalam,436.9781385,838.6764427,401.6983042,91.92640747,114.3605309,287.3377733,Export
Custard Apple,Fruit Pizza,Matara,443.9695322,900.7270484,456.7575162,102.8803742,171.162678,285.5948382,Online
Lemon,Jam,Puttalam,315.8180155,468.2014983,152.3834827,48.25040854,95.341951,57.04153174,Export
Strawberry,Nectar,Batticaloa,223.0166483,323.7314433,100.714795,45.16021373,125.6161857,-24.90139068,Online
Pear,Syrup,Jaffna,349.2555782,760.6791585,411.4235803,117.8001458,105.6676378,305.7559425,Export & Online
Cherry,Jam,Ratnapura,217.1149235,363.1278758,146.0129523,67.2514583,72.53028338,73.48266889,Online
Pineapple,Canned Fruit Cocktail,Negombo,321.4436487,652.0221395,330.5784908,102.8418176,22.26611388,308.312377,Local
Pineapple,Fruit Candy,Anuradhapura,129.6027862,309.4520312,179.8492451,138.7695824,27.63392765,152.2153174,Export
Avocado,Compote,Kandy,209.3223367,452.2212996,242.8989628,116.0406322,92.52940725,150.3695556,Export & Online
Kiwi,Fruit Concentrate,Galle,127.4333926,210.6461091,83.21271655,65.29898865,86.48511819,-3.272401646,Export
Mangosteen,Fruit-Infused Water,Ratnapura,290.1732755,502.7101033,212.5368277,73.24479739,137.3333322,75.20349559,Local & Online
Lemon,Canned Fruit Cocktail,Colombo,166.5173683,321.2275357,154.7101674,92.90932776,105.597515,49.11265246,Export & Online
Soursop,Sauce,Badulla,372.2803239,616.5968115,244.3164876,65.62702135,43.68483665,200.631651,Local & Online
Avocado,Fruit Salad Mix,Batticaloa,464.032761,1115.412367,651.379606,140.3736246,195.2874853,456.0921208,Online
Strawberry,Fruit Puree,Kandy,427.1568869,631.4276811,204.2707942,47.82102326,106.0096181,98.26117613,Export
Peach,Fruit Salsa,Trincomalee,377.4413887,754.7971289,377.3557402,99.97730814,35.69961048,341.6561297,Online
Custard Apple,Juice,Negombo,456.6346684,957.9714834,501.336815,109.7894772,58.95657192,442.3802431,Local
Banana,Preserves,Badulla,101.6462364,216.015402,114.3691656,112.516872,167.1635711,-52.79440547,Online
Mango,Wine,Kandy,221.4668243,282.5410865,61.07426219,27.57716077,164.5433359,-103.4690737,Export
Kiwi,Nectar,Badulla,288.7950783,692.4347054,403.6396272,139.7667957,173.9697939,229.6698333,Local
Guava,Fruit-Based Dietary Supplements,Badulla,461.2087848,561.066035,99.85725023,21.651203,40.88856206,58.96868817,Export & Online
Papaya,Fruit Leather,Anuradhapura,412.8379432,798.0601772,385.222234,93.31076283,49.92607024,335.2961638,Export
Pomegranate,Fruit Salsa,Galle,418.8787753,576.6080406,157.7292653,37.65511039,188.8035796,-31.07431432,Online
Orange,Marmalade,Jaffna,212.8630803,340.8103143,127.947234,60.10776214,78.96169553,48.98553845,Export & Online
Jackfruit,Fruit Butter,Trincomalee,185.6908996,434.1732241,248.4823245,133.8150254,106.3867895,142.095535,Local
Orange,Preserves,Puttalam,491.3835873,598.5405982,107.157011,21.8072019,87.57928125,19.57772972,Online
Woodapple,Fruit Leather,Colombo,96.34659737,210.308642,113.9620447,118.283414,127.1740941,-13.21204947,Online
Cherry,Compote,Jaffna,388.6319952,842.4856619,453.8536668,116.7823731,171.3551125,282.4985542,Local & Online
Durian,Fruit Salad Mix,Galle,63.36712157,154.8473051,91.48018358,144.3653764,197.6606048,-106.1804212,Export
Apple,Canned Fruit,Kurunegala,148.0254757,311.1172069,163.0917312,110.1781504,101.4533794,61.63835185,Local & Online
Rambutan,Fruit Chips,Kurunegala,442.6581326,715.9586793,273.3005467,61.74077163,71.19162858,202.1089182,Export & Online
Blueberry,Pickles,Puttalam,395.2709445,503.2289942,107.9580497,27.31241726,187.3002224,-79.34217272,Local
Lemon,Flavored Yogurt,Badulla,206.1157044,401.0203935,194.904689,94.56081456,21.52430884,173.3803802,Local & Online
Avocado,Pulp,Puttalam,225.0274584,377.1829895,152.1555311,67.61642878,120.3354196,31.82011155,Export & Online
Custard Apple,Jelly,Negombo,80.76596333,146.0462355,65.28027216,80.82646386,137.9439113,-72.66363917,Online
Pear,Pickles,Colombo,457.4194686,713.4098165,255.9903479,55.96402547,157.9521384,98.03820945,Local
Apple,Fruit-Filled Pastries,Kandy,494.0105852,1226.121214,732.1106286,148.1973566,42.80210947,689.3085192,Online
Coconut,Fruit Extract,Colombo,193.3693909,441.0334356,247.6640447,128.0782049,111.5288674,136.1351773,Export & Online
Guava,Fruit Snacks,Badulla,441.2964937,802.9873458,361.6908522,81.96096216,134.6636257,227.0272265,Export
Guava,Fruit Bars,Ratnapura,197.5902286,289.4554863,91.8652577,46.49281411,168.1276492,-76.26239154,Export & Online
Guava,Preserves,Anuradhapura,94.77056368,233.267907,138.4973433,146.1396218,62.47230165,76.02504168,Online
Cherry,Fruit Snacks,Puttalam,268.7507618,465.3653868,196.614625,73.15872285,57.13621738,139.4784076,Online
Cherry,Frozen Dessert,Anuradhapura,467.335506,1133.804927,666.4694212,142.6104827,38.95560427,627.5138169,Export & Online
Mangosteen,Fruit Topping,Colombo,388.5322134,508.851695,120.3194816,30.96769777,152.3222329,-32.00275127,Export & Online
Plum,Fruit-Infused Water,Matara,356.4707016,631.1628065,274.6921049,77.05881682,24.84320542,249.8488995,Online
Custard Apple,Fruit Topping,Anuradhapura,168.2829709,224.4512029,56.16823205,33.37725247,89.47022612,-33.30199407,Local & Online
Soursop,Fruit Pizza,Puttalam,78.32823259,150.3151507,71.98691807,91.9041777,152.1226055,-80.13568743,Local
Plum,Jelly,Kandy,225.9331625,306.8505344,80.91737188,35.81473874,108.6213998,-27.7040279,Local & Online
Soursop,Fruit Topping,Badulla,393.4107511,833.5793308,440.1685797,111.8852442,99.46126001,340.7073197,Export & Online
Coconut,Marmalade,Negombo,136.744459,172.1379846,35.39352561,25.88296876,65.41490561,-30.02138,Online
Avocado,Fruit Extract,Jaffna,143.7639772,324.3734235,180.6094463,125.6291387,89.96799248,90.64145381,Local & Online
Papaya,Fruit Extract,Galle,150.2695131,322.0669528,171.7974397,114.3262104,199.3099484,-27.51250866,Export
Woodapple,Fruit Salsa,Anuradhapura,66.41669408,92.15236768,25.73567359,38.74880247,99.8800887,-74.14441511,Export
Watermelon,Flavored Yogurt,Anuradhapura,70.91566053,162.9244648,92.00880431,129.7439855,77.32599179,14.68281252,Local
Custard Apple,Fruit-Infused Water,Jaffna,200.4357464,325.5530747,125.1173283,62.42266193,82.85845044,42.25887789,Online
Woodapple,Fruit Leather,Jaffna,421.0575815,699.8019105,278.744329,66.20099989,41.26306466,237.4812644,Local
Lychee,Flavored Yogurt,Badulla,155.3539901,209.202315,53.84832489,34.66169415,122.5043359,-68.65601103,Export
Orange,Wine,Badulla,267.5984255,520.4374032,252.8389777,94.4844788,112.5816629,140.2573148,Export
Beli,Fruit Salad Mix,Colombo,418.6098322,529.5387541,110.9289219,26.49935891,155.4743238,-44.54540195,Export & Online
Peach,Smoothie Mix,Batticaloa,88.79812323,181.7533428,92.95521957,104.6815137,67.73981873,25.21540084,Local
Pomegranate,Fruit Extract,Puttalam,169.2766883,302.9058035,133.6291152,78.94123904,56.98337335,76.64574181,Export & Online
Blueberry,Preserves,Colombo,413.3566778,737.0506164,323.6939386,78.3086269,42.77276548,280.9211731,Online
Banana,Fruit-Flavored Tea,Matara,360.0085353,566.7623645,206.7538292,57.43025758,90.98573938,115.7680898,Local & Online
Mango,Flavored Yogurt,Badulla,221.5982735,495.833764,274.2354906,123.7534419,40.93771781,233.2977728,Online
Mangosteen,Fruit Snacks,Matara,298.7325901,452.0567449,153.3241549,51.32488384,64.00464909,89.31950576,Local & Online
Plum,Fruit Concentrate,Badulla,491.8270527,694.804237,202.9771843,41.27003245,142.4794762,60.49770809,Export & Online
Kiwi,Compote,Trincomalee,392.3386643,933.1507531,540.8120888,137.8431794,96.58771693,444.2243719,Local
Grapes,Fruit Concentrate,Kandy,392.0099039,687.2895484,295.2796445,75.32453685,62.06441981,233.2152247,Local
Watermelon,Fermented Drink,Trincomalee,99.20566624,128.1339766,28.92831033,29.15993756,109.8058753,-80.87756499,Local & Online
Coconut,Nectar,Colombo,463.8739842,636.8682551,172.9942709,37.2933764,104.2093359,68.78493509,Export & Online
Durian,Chutney,Badulla,135.7473376,277.8330812,142.0857436,104.6692673,85.44863953,56.63710409,Local
Mangosteen,Pulp,Anuradhapura,130.0459503,286.3694899,156.3235395,120.2063879,179.976181,-23.65264148,Local
Blueberry,Canned Fruit Cocktail,Badulla,253.7892198,608.7371447,354.9479249,139.8593389,60.19541787,294.7525071,Export
Coconut,Fruit-Flavored Tea,Colombo,241.5957409,442.4023479,200.806607,83.11678274,175.6026105,25.20399655,Online
Mango,Compote,Kandy,352.2841515,567.2457299,214.9615785,61.01937244,148.4748766,66.48670189,Export & Online
Grapes,Fruit Salsa,Jaffna,89.04065571,108.5617725,19.52111678,21.92382415,177.0525158,-157.531399,Local & Online
Pear,Fruit Concentrate,Colombo,496.8782955,1032.613901,535.7356057,107.8202873,110.8156324,424.9199733,Online
Guava,Vinegar,Trincomalee,461.3565558,722.5788732,261.2223173,56.62048454,128.610308,132.6120094,Online
Mango,Juice,Batticaloa,176.9405392,257.8411427,80.90060352,45.72191534,189.2378619,-108.3372583,Online
Cherry,Essential Oil,Ratnapura,487.6011808,1198.746428,711.1452468,145.8456777,64.90392734,646.2413195,Export & Online
Coconut,Sauce,Anuradhapura,350.3376627,800.8449935,450.5073307,128.5923207,188.5824863,261.9248444,Online
Avocado,Nectar,Kandy,403.989163,708.5318904,304.5427273,75.38388532,142.352179,162.1905483,Export & Online
Grapes,Smoothie Mix,Colombo,425.3541991,723.3162077,297.9620086,70.05032727,77.59933341,220.3626752,Local & Online
Orange,Fruit-Infused Water,Anuradhapura,452.5304523,1038.790414,586.2599622,129.5514941,141.0149454,445.2450168,Export
Durian,Essential Oil,Jaffna,432.7820311,697.5025944,264.7205633,61.16717985,199.2411818,65.47938154,Local
Apple,Fruit Candy,Trincomalee,474.0790888,1162.607451,688.5283627,145.2349152,160.2864306,528.241932,Online
Guava,Pickles,Negombo,181.212937,356.9446735,175.7317365,96.97527091,159.1569181,16.57481839,Export & Online
Pineapple,Wine,Colombo,428.8034505,619.401713,190.5982625,44.44886399,39.68516046,150.913102,Local & Online
Avocado,Compote,Anuradhapura,219.5136526,477.8335434,258.3198908,117.67828,138.3554292,119.9644615,Export & Online
Apple,Freeze-Dried Fruit,Jaffna,319.5859707,738.9113117,419.325341,131.2089326,57.79630264,361.5290383,Export
Kiwi,Fruit-Based Dietary Supplements,Anuradhapura,333.5305552,772.8975258,439.3669707,131.7321498,42.39486346,396.9721072,Export
Coconut,Fruit Concentrate,Batticaloa,184.5164669,385.8980013,201.3815343,109.1401422,34.28200939,167.099525,Export & Online
Kiwi,Syrup,Kandy,159.7856376,238.4679773,78.68233973,49.24243563,119.1582558,-40.47591604,Export & Online
Orange,Fruit Concentrate,Badulla,76.43443011,169.6995623,93.26513214,122.0197913,30.27925464,62.98587751,Online
Blueberry,Fruit Salsa,Kandy,480.1069669,602.611039,122.5040721,25.51599551,120.1043564,2.399715685,Online
Strawberry,Fruit Salad Mix,Trincomalee,172.2721826,337.4738897,165.2017071,95.89575323,77.9031897,87.29851739,Local
Ambarella,Fermented Drink,Jaffna,331.2679541,762.0597046,430.7917504,130.0432913,28.02664706,402.7651034,Online
Watermelon,Fermented Drink,Badulla,391.4792001,884.0339257,492.5547256,125.818875,63.006758,429.5479676,Export
Strawberry,Vinegar,Anuradhapura,99.8136756,140.0501425,40.23646686,40.31157717,138.5923373,-98.35587043,Local
Cherry,Fruit Candy,Badulla,344.7795165,856.1718508,511.3923342,148.3244537,140.8738448,370.5184895,Online
Rambutan,Frozen Dessert,Puttalam,432.9175139,1048.659487,615.7419731,142.2307838,38.81022162,576.9317515,Local & Online
Plum,Marmalade,Kandy,173.5009989,385.8355433,212.3345444,122.3823181,143.0097211,69.32482327,Local
Pear,Fruit-Flavored Tea,Galle,470.1345019,986.2807569,516.146255,109.7869339,104.7465536,411.3997015,Local
Avocado,Fermented Drink,Negombo,491.579006,883.1050834,391.5260774,79.64662296,35.87230779,355.6537696,Online
Watermelon,Canned Fruit,Puttalam,365.1394559,609.5298067,244.3903509,66.93068824,158.7931626,85.59718825,Local
Durian,Juice,Negombo,89.21072158,175.0643011,85.85357949,96.23684011,81.15005495,4.703524535,Local & Online
Pineapple,Frozen Dessert,Kurunegala,150.5224719,353.2689918,202.7465199,134.6951837,38.3219222,164.4245977,Local & Online
Custard Apple,Fruit Snacks,Kurunegala,406.054614,902.5988779,496.5442639,122.2850934,149.6776971,346.8665669,Export
Pineapple,Jam,Negombo,274.7117206,482.5770521,207.8653315,75.66671384,57.03323334,150.8320982,Local & Online
Soursop,Canned Fruit Cocktail,Anuradhapura,128.7845824,177.0051445,48.22056214,37.44280663,75.43300166,-27.21243951,Export
Blueberry,Fruit Puree,Negombo,55.00434668,112.5536525,57.54930582,104.6268328,129.9999548,-72.450649,Export
Cherry,Syrup,Jaffna,194.6283037,440.0936108,245.4653072,126.1200465,68.92576953,176.5395376,Local & Online
Lemon,Jelly,Puttalam,336.4862724,648.9897564,312.5034841,92.87258047,126.8975652,185.6059189,Online
Lychee,Canned Fruit,Anuradhapura,245.1032841,443.8480505,198.7447664,81.08612953,117.9758632,80.76890322,Local
Guava,Canned Fruit Cocktail,Kandy,324.4075833,710.3005306,385.8929474,118.9531217,198.2979837,187.5949637,Online
Peach,Sauce,Batticaloa,240.5542649,446.5356313,205.9813664,85.62781727,154.0562001,51.92516633,Export & Online
Lychee,Preserves,Kandy,454.1230096,727.8620194,273.7390099,60.27860384,64.0318226,209.7071873,Export
Soursop,Jam,Anuradhapura,197.5170565,422.7994337,225.2823773,114.0571763,156.9093843,68.372993,Online
Rambutan,Smoothie Mix,Kandy,123.7512973,239.1716038,115.4203065,93.26795682,114.0586386,1.361667953,Export & Online
Lemon,Jam,Anuradhapura,58.18872649,80.72582409,22.5370976,38.73103771,80.27739693,-57.74029933,Export
Kiwi,Fruit Bars,Kurunegala,169.1278968,224.5189295,55.39103276,32.75097356,102.2838656,-46.89283285,Export
Orange,Fruit Leather,Anuradhapura,183.6410949,311.7354926,128.0943977,69.75257785,186.4550356,-58.36063793,Export
Durian,Jam,Ratnapura,363.2489729,582.6102819,219.361309,60.38869353,117.4652251,101.8960839,Export & Online
Ambarella,Fruit-Filled Pastries,Puttalam,272.3527386,590.6661469,318.3134083,116.8754204,35.33183611,282.9815722,Export & Online
Banana,Flavored Yogurt,Galle,116.790501,142.9835095,26.1930085,22.42734492,51.95269246,-25.75968396,Local & Online
Orange,Essential Oil,Ratnapura,361.1800749,702.4116433,341.2315683,94.47685298,133.9452939,207.2862744,Export
Pear,Pulp,Puttalam,120.294875,280.3789516,160.0840766,133.0763897,181.4131375,-21.32906095,Local & Online
Grapes,Frozen Dessert,Kandy,73.12259343,108.5757521,35.45315871,48.48454772,137.4961392,-102.0429805,Export
Lychee,Freeze-Dried Fruit,Galle,162.9750343,305.9131629,142.9381286,87.70553675,78.75946077,64.17866784,Export
Kiwi,Sauce,Jaffna,147.9635399,286.5257346,138.5621947,93.64617444,92.4484893,46.1137054,Local
Peach,Juice,Trincomalee,390.249665,628.3888006,238.1391355,61.02225238,108.1728806,129.9662549,Online
Mangosteen,Fruit Butter,Kandy,334.0715872,697.691286,363.6196989,108.8448443,98.80454712,264.8151518,Local & Online
Lychee,Fruit Snacks,Ratnapura,221.9356438,409.2284136,187.2927698,84.39057675,105.8131313,81.47963846,Export
Orange,Fruit Vinegar,Galle,233.0015641,290.9096278,57.90806363,24.85307935,151.5101013,-93.6020377,Online
Pineapple,Fruit Salsa,Kandy,84.26921295,122.6747225,38.40550955,45.57478136,133.6689488,-95.2634392,Export & Online
Soursop,Fruit Vinegar,Ratnapura,65.54859915,147.5369049,81.98830575,125.0801799,93.08458272,-11.09627697,Local
Durian,Fruit Candy,Matara,84.60626557,176.3521147,91.74584908,108.438599,162.4706438,-70.72479473,Export & Online
Apple,Preserves,Kurunegala,196.0284248,302.9867075,106.9582827,54.56263949,100.6419141,6.316368641,Online
Jackfruit,Canned Fruit Cocktail,Trincomalee,124.1196502,257.8324575,133.7128073,107.7289592,52.10956769,81.60323963,Local
Woodapple,Dried Fruit,Kurunegala,289.2445261,363.6455318,74.40100579,25.72252855,68.30012056,6.100885232,Local
Coconut,Fruit Leather,Negombo,52.90142204,89.37045577,36.46903373,68.9377191,43.21005698,-6.741023251,Online
Plum,Jam,Kurunegala,296.8560266,657.7358675,360.8798409,121.5672948,189.9716575,170.9081834,Local & Online
Peach,Fruit Candy,Kurunegala,162.0322441,261.3861565,99.35391234,61.31737104,169.0636327,-69.70972039,Export & Online
Coconut,Pickles,Kurunegala,312.3130919,685.4354462,373.1223543,119.4706095,57.32810994,315.7942443,Export & Online
Soursop,Nectar,Ratnapura,125.6134295,309.9108013,184.2973717,146.7178887,168.7420109,15.55536077,Export & Online
Durian,Canned Fruit,Kandy,444.3031186,914.8368657,470.5337471,105.9037687,187.092559,283.4411881,Export
Papaya,Smoothie Mix,Colombo,495.2018145,1084.090848,588.889033,118.9189974,130.7126066,458.1764264,Export
Pomegranate,Fruit Pizza,Ratnapura,485.2339838,831.6085906,346.3746068,71.38300662,20.79905602,325.5755508,Export & Online
Blueberry,Pulp,Badulla,77.48461341,96.28825501,18.8036416,24.26758135,160.4536132,-141.6499716,Local
Pomegranate,Canned Fruit Cocktail,Puttalam,55.25104177,92.16681415,36.91577238,66.81461779,163.9796129,-127.0638405,Local
Papaya,Vinegar,Ratnapura,297.9248394,565.9217321,267.9968927,89.95453121,175.8598496,92.13704311,Export
Avocado,Fruit-Flavored Tea,Negombo,464.8483909,697.0493328,232.2009419,49.95197282,22.44337295,209.757569,Local & Online
Peach,Compote,Colombo,302.1471642,527.328189,225.1810248,74.52693637,84.79092934,140.3900955,Export & Online
Blueberry,Fruit-Filled Pastries,Batticaloa,256.6457246,388.4771306,131.831406,51.36707664,39.51849282,92.31291321,Export & Online
Pineapple,Fruit Topping,Kandy,478.4025951,939.6669579,461.2643627,96.417613,65.65357123,395.6107915,Export & Online
Strawberry,Fruit Snacks,Colombo,96.67880085,213.106129,116.4273282,120.4269469,196.4524233,-80.02509509,Local & Online
Guava,Fruit-Infused Water,Kandy,234.2579499,477.5074277,243.2494778,103.8383021,28.86173222,214.3877456,Export & Online
Apple,Pulp,Kandy,238.4932865,497.0080807,258.5147942,108.3949984,112.8619476,145.6528466,Online
Plum,Fruit Chips,Kandy,393.0562699,868.6842275,475.6279576,121.0075997,52.02473995,423.6032177,Export
Mango,Fermented Drink,Ratnapura,209.6558574,354.6815569,145.0256994,69.17321614,49.8331852,95.19251422,Online
Apple,Compote,Matara,359.3655604,886.1686566,526.8030962,146.5925381,68.83268905,457.9704071,Online
Pomegranate,Freeze-Dried Fruit,Trincomalee,151.3073288,364.8976051,213.5902763,141.1632061,95.33657348,118.2537028,Export & Online
Kiwi,Smoothie Mix,Puttalam,340.5384857,416.2987307,75.76024494,22.24719029,170.6793888,-94.91914384,Export
Lemon,Canned Fruit Cocktail,Trincomalee,445.6930706,589.1426885,143.4496179,32.18574111,105.3814045,38.06821334,Export
Coconut,Marmalade,Colombo,406.4880171,806.4235242,399.9355071,98.38801891,174.4484288,225.4870783,Online
Lemon,Wine,Anuradhapura,349.898634,502.209742,152.311108,43.53006649,56.21455261,96.0965554,Export
Durian,Wine,Anuradhapura,491.9786011,1110.623452,618.6448509,125.7462925,168.8600435,449.7848074,Local & Online
Rambutan,Frozen Dessert,Trincomalee,159.0284921,369.04426,210.0157679,132.0617237,54.85146063,155.1643072,Export & Online
Strawberry,Fermented Drink,Colombo,149.4711003,274.0618849,124.5907846,83.35443058,25.38075689,99.21002767,Export
Mango,Freeze-Dried Fruit,Trincomalee,418.2103998,862.3992092,444.1888094,106.2118038,108.298306,335.8905033,Local
Woodapple,Nectar,Kurunegala,53.27155813,87.9175143,34.64595617,65.03649863,83.06356853,-48.41761236,Local & Online
Pear,Freeze-Dried Fruit,Badulla,273.0776701,588.2470652,315.1693951,115.4138289,67.80219756,247.3671975,Local & Online
Peach,Frozen Dessert,Kurunegala,96.83433154,178.0509753,81.21664377,83.87174515,74.05568623,7.160957539,Export
Guava,Marmalade,Anuradhapura,91.57542415,210.4572702,118.8818461,129.8185044,199.8494847,-80.96763868,Export
Avocado,Canned Fruit,Galle,166.2834746,336.2653897,169.9819151,102.2241781,21.25560528,148.7263098,Local & Online
Durian,Juice,Kandy,348.2435492,740.9775568,392.7340076,112.7756734,76.92797536,315.8060322,Export
Grapes,Fruit Candy,Matara,140.3018066,297.0436805,156.7418739,111.7176447,85.60606245,71.13581142,Local
Jackfruit,Pickles,Matara,483.0116132,745.6118271,262.6002139,54.3672671,191.5733441,71.02686977,Export & Online
Beli,Pickles,Kurunegala,493.5188512,1228.122511,734.6036599,148.8501722,187.9498068,546.6538532,Export
Strawberry,Fruit Butter,Matara,261.6904528,580.9002546,319.2098018,121.9799188,192.2660422,126.9437596,Export & Online
Cherry,Fruit Candy,Puttalam,216.7583934,463.7567262,246.9983327,113.9509889,45.26807551,201.7302572,Online
Watermelon,Fruit Topping,Batticaloa,476.7668819,810.3977645,333.6308825,69.97778058,118.1716324,215.4592501,Local
Rambutan,Fruit Snacks,Badulla,363.8878841,885.8342098,521.9463257,143.4360276,177.9574022,343.9889235,Local
Coconut,Smoothie Mix,Jaffna,470.79292,899.2418774,428.4489574,91.00582001,112.1125159,316.3364415,Local & Online
Pomegranate,Fruit Chips,Badulla,478.5549284,664.5192772,185.9643488,38.85956193,40.00556481,145.958784,Local & Online
Blueberry,Freeze-Dried Fruit,Colombo,192.8494187,470.2959322,277.4465135,143.8669172,170.5409265,106.905587,Online
Rambutan,Fruit Pizza,Kurunegala,122.328057,289.9874128,167.6593558,137.0571559,101.5287369,66.13061894,Local
Grapes,Jelly,Badulla,78.05246516,114.1668264,36.11436122,46.26934094,122.9525704,-86.83820916,Local
Strawberry,Flavored Yogurt,Galle,316.1265047,520.4557715,204.3292668,64.63528485,124.0832468,80.24601995,Online
Mangosteen,Fruit Extract,Kandy,480.5658375,1144.257917,663.6920791,138.1063795,160.3602937,503.3317853,Export
Lemon,Syrup,Colombo,82.31175364,106.3652033,24.05344967,29.22237543,23.52121338,0.532236292,Export
Coconut,Canned Fruit,Ratnapura,67.76177132,146.3540378,78.59226644,115.9831936,101.4011058,-22.80883933,Local
Orange,Preserves,Negombo,474.2941812,1088.979274,614.6850927,129.599965,46.83089205,567.8542007,Export
Custard Apple,Smoothie Mix,Matara,328.067958,612.3360043,284.2680463,86.64913452,41.41412114,242.8539251,Export & Online
Grapes,Fruit Salad Mix,Kandy,444.4189412,543.3831982,98.96425699,22.26823562,60.21767682,38.74658017,Local & Online
Woodapple,Fruit Concentrate,Galle,76.61406118,102.7833082,26.16924705,34.15723778,31.51394482,-5.344697767,Online
Pomegranate,Fruit Snacks,Jaffna,443.9636168,669.3720184,225.4084016,50.77181848,140.5800931,84.82830859,Local
Cherry,Fruit Salsa,Badulla,395.7799715,497.0541108,101.2741393,25.58849528,129.8824377,-28.60829839,Online
Pomegranate,Fruit-Based Dietary Supplements,Puttalam,99.89011951,244.9206042,145.0304847,145.1900202,141.508265,3.522219627,Local
Papaya,Canned Fruit,Puttalam,147.7004936,346.9162866,199.215793,134.8782175,147.5578829,51.6579101,Local
Jackfruit,Sauce,Negombo,292.3568701,715.472472,423.1156019,144.7257257,60.09007973,363.0255222,Export & Online
Coconut,Fermented Drink,Matara,475.2897939,880.0982951,404.8085012,85.17088024,76.43931375,328.3691874,Export & Online
Rambutan,Fruit-Infused Water,Ratnapura,87.00873353,116.5509299,29.54219634,33.95313912,133.9634644,-104.421268,Online
Apple,Freeze-Dried Fruit,Colombo,441.6227215,820.0809482,378.4582267,85.69718185,80.76203656,297.6961902,Export & Online
Mango,Fruit Snacks,Trincomalee,400.364444,589.3465939,188.9821499,47.20253077,163.7631137,25.2190362,Export & Online
Pomegranate,Sauce,Jaffna,448.5721406,826.8319008,378.2597602,84.32529039,105.6254137,272.6343465,Local
Woodapple,Essential Oil,Batticaloa,419.7374328,527.3082456,107.5708128,25.62811995,123.7749548,-16.20414201,Export & Online
Strawberry,Fruit Concentrate,Jaffna,66.72380822,115.4668867,48.74307843,73.05200307,104.252045,-55.50896658,Export & Online
Plum,Essential Oil,Anuradhapura,135.1749593,227.5960259,92.42106652,68.37144022,69.98608191,22.43498461,Export
Apple,Fruit Salad Mix,Anuradhapura,321.4053043,714.52514,393.1198357,122.3128027,122.7723752,270.3474605,Local & Online
Pear,Fermented Drink,Jaffna,189.2272802,383.2096847,193.9824045,102.5129169,190.9234707,3.058933803,Online
Pomegranate,Juice,Jaffna,159.6691958,294.2960045,134.6268087,84.31608113,126.2000888,8.426719844,Local & Online
Woodapple,Frozen Dessert,Colombo,486.464933,595.6367495,109.1718165,22.44186767,62.909698,46.26211852,Local & Online
Lemon,Fruit-Based Dietary Supplements,Kurunegala,402.1957714,518.0885196,115.8927482,28.81500912,194.2424657,-78.3497175,Export & Online
Kiwi,Chutney,Kandy,222.0851446,404.0719261,181.9867815,81.94459913,166.8950685,15.09171304,Local
Orange,Fruit Salad Mix,Batticaloa,341.6958785,495.4552852,153.7594068,44.99890589,26.49549869,127.2639081,Export & Online
Lemon,Fruit Salad Mix,Batticaloa,272.720393,575.2526459,302.5322529,110.931291,33.95493201,268.5773209,Export & Online
Banana,Jelly,Trincomalee,163.1989668,264.7203339,101.5213671,62.2071139,148.3554343,-46.83406721,Export
Grapes,Fruit Puree,Negombo,255.6776654,335.3064223,79.62875687,31.14419742,91.09562033,-11.46686346,Local & Online
Peach,Fruit Bars,Ratnapura,366.5488123,758.6344235,392.0856112,106.9668208,125.5889656,266.4966456,Local & Online
Cherry,Fruit-Flavored Tea,Colombo,438.7472377,780.2898388,341.5426011,77.84495758,118.3085661,223.234035,Local & Online
Rambutan,Fruit Topping,Badulla,300.9384837,376.298296,75.35981224,25.0416003,154.9787605,-79.61894825,Export
Banana,Fruit-Based Dietary Supplements,Badulla,180.2319094,375.831348,195.5994386,108.5265308,108.1610179,87.43842072,Export
Pineapple,Syrup,Trincomalee,392.5594167,736.9192037,344.359787,87.72169824,21.76210983,322.5976771,Export
Pear,Fruit-Flavored Tea,Badulla,385.751489,576.794118,191.042629,49.52479366,124.6682007,66.3744283,Local
Lemon,Canned Fruit Cocktail,Ratnapura,140.8734001,210.4047087,69.53130857,49.35730131,134.5302782,-64.99896963,Online
Lemon,Sauce,Ratnapura,349.74469,734.7269929,384.9823028,110.0752388,112.2404243,272.7418785,Export
Orange,Nectar,Ratnapura,368.7147619,512.6667061,143.9519443,39.04154624,158.7511941,-14.79924981,Local
Beli,Fruit Chips,Batticaloa,328.9611396,596.1594605,267.1983209,81.22488913,175.7940466,91.40427428,Export
Lemon,Fruit Topping,Trincomalee,108.079092,237.6783215,129.5992295,119.9114713,60.74361769,68.85561177,Export & Online
Watermelon,Fruit Chips,Anuradhapura,182.5860092,325.5657776,142.9797684,78.30817327,100.6046562,42.37511218,Local & Online
Kiwi,Smoothie Mix,Badulla,476.3275366,657.1711298,180.8435932,37.96622688,60.39887807,120.4447151,Online
